"ProblemID","UserID","SubmissionNumber","TimeStamp","TimeSinceLast","Grade","GradeDiff","NVideoEvents","NForumEvents","NumberOfThreadCreated","NumberOfUpvotes","NumberOfVideoInteractions","RewatchingScore","NumberOfPosts","NumberVideoWatched","NumberOfThreadViews","DurationOfVideoActivity","AverageVideoTimeDiffs","LastForumEvent","NumberOfSlowPlay","TimeSpentOnForum","LastVideoEvent","AvgTimeBwSubs","NVideoAndForum","ActivityRate","TimeSinceLastVideo","TimeSinceLastForum","improved"
5,"8eda3bb749612a4f3217d603a07e8bd6",13,1395143415,364,88.8888888888889,0,0,3,0,0,0,0,0,0,3,0,0,1395143391,0,334,0,14904.2835820896,3,0.350746268656716,1395143415,24,"No"
5,"8eda3bb749612a4f3217d603a07e8bd6",14,1395143579,164,88.8888888888889,0,0,1,0,0,0,0,0,0,1,0,0,1395143465,0,0,0,14904.2835820896,1,0.350746268656716,1395143579,114,"No"
5,"8eda3bb749612a4f3217d603a07e8bd6",15,1395143721,142,88.8888888888889,0,0,1,0,0,0,0,0,0,1,0,0,1395143629,0,0,0,14904.2835820896,1,0.350746268656716,1395143721,92,"No"
5,"8eda3bb749612a4f3217d603a07e8bd6",16,1395151018,7297,100,11.1111111111111,0,2,0,0,0,0,0,0,2,0,0,1395150795,0,1768,0,14904.2835820896,2,0.350746268656716,1395151018,223,"Yes"
8,"8eda3bb749612a4f3217d603a07e8bd6",1,1395699789,462,0,0,0,8,1,0,0,0,1,0,2,0,0,1395699533,0,89,0,14904.2835820896,8,0.350746268656716,1395699789,256,"No"
8,"8eda3bb749612a4f3217d603a07e8bd6",2,1395700060,271,0,0,0,2,0,0,0,0,0,0,1,0,0,1395699808,0,13,0,14904.2835820896,2,0.350746268656716,1395700060,252,"No"
8,"8eda3bb749612a4f3217d603a07e8bd6",3,1395745160,45100,0,0,0,17,0,0,0,0,0,0,8,0,0,1395744851,0,44710,0,14904.2835820896,17,0.350746268656716,1395745160,309,"No"
8,"8eda3bb749612a4f3217d603a07e8bd6",4,1395762423,17263,37.5,37.5,0,19,0,0,0,0,1,0,15,0,0,1395762404,0,16715,0,14904.2835820896,19,0.350746268656716,1395762423,19,"Yes"
8,"8eda3bb749612a4f3217d603a07e8bd6",5,1395765568,3145,50,12.5,0,6,0,0,0,0,1,0,2,0,0,1395764523,0,1254,0,14904.2835820896,6,0.350746268656716,1395765568,1045,"Yes"
8,"8eda3bb749612a4f3217d603a07e8bd6",6,1395767227,1659,62.5,12.5,0,1,0,0,0,0,0,0,1,0,0,1395767147,0,0,0,14904.2835820896,1,0.350746268656716,1395767227,80,"Yes"
8,"8eda3bb749612a4f3217d603a07e8bd6",7,1395767914,687,62.5,0,0,3,0,0,0,0,0,0,1,0,0,1395767747,0,307,0,14904.2835820896,3,0.350746268656716,1395767914,167,"No"
8,"8eda3bb749612a4f3217d603a07e8bd6",10,1395833278,64985,62.5,-12.5,0,12,0,0,0,0,0,0,8,0,0,1395832932,0,64468,0,14904.2835820896,12,0.350746268656716,1395833278,346,"No"
8,"8eda3bb749612a4f3217d603a07e8bd6",11,1395834405,1127,75,12.5,0,1,0,0,0,0,0,0,1,0,0,1395833925,0,0,0,14904.2835820896,1,0.350746268656716,1395834405,480,"Yes"
8,"8eda3bb749612a4f3217d603a07e8bd6",12,1395849409,15004,87.5,12.5,3,11,1,0,0,0,1,3,4,10,5,1395848629,0,14180,1395834438,14904.2835820896,14,0.350746268656716,14971,780,"Yes"
9,"8eda3bb749612a4f3217d603a07e8bd6",1,1396284209,326,82.5,37.5,0,1,0,0,0,0,0,0,1,0,0,1396283889,0,0,0,14904.2835820896,1,0.350746268656716,1396284209,320,"Yes"
9,"8eda3bb749612a4f3217d603a07e8bd6",2,1396284624,415,87.5,5,0,1,0,0,0,0,0,0,1,0,0,1396284236,0,0,0,14904.2835820896,1,0.350746268656716,1396284624,388,"Yes"
11,"8eda3bb749612a4f3217d603a07e8bd6",5,1396377159,937,0,0,0,4,0,0,0,0,0,0,1,0,0,1396376352,0,102,0,14904.2835820896,4,0.350746268656716,1396377159,807,"No"
11,"8eda3bb749612a4f3217d603a07e8bd6",14,1396384551,5691,77.7777777777778,0,0,4,0,0,0,0,0,0,3,0,0,1396384342,0,160,0,14904.2835820896,4,0.350746268656716,1396384551,209,"No"
14,"8eda3bb749612a4f3217d603a07e8bd6",5,1396635005,8993,18.6666666666667,18.6666666666667,0,11,0,0,0,0,0,0,6,0,0,1396634501,0,8412,0,14904.2835820896,11,0.350746268656716,1396635005,504,"Yes"
14,"8eda3bb749612a4f3217d603a07e8bd6",10,1396897837,261693,0,-33.3333333333333,0,13,0,0,0,0,0,0,7,0,0,1396896780,0,203832,0,14904.2835820896,13,0.350746268656716,1396897837,1057,"No"
14,"8eda3bb749612a4f3217d603a07e8bd6",13,1397162920,264899,21.3333333333333,-10.6666666666667,0,80,0,0,0,0,0,0,64,0,0,1397162434,0,264256,0,14904.2835820896,80,0.350746268656716,1397162920,486,"No"
14,"8eda3bb749612a4f3217d603a07e8bd6",17,1397164736,728,24,-5.33333333333333,0,3,0,0,0,0,0,0,2,0,0,1397164217,0,24,0,14904.2835820896,3,0.350746268656716,1397164736,519,"No"
14,"8eda3bb749612a4f3217d603a07e8bd6",18,1397216962,52226,30.6666666666667,6.66666666666666,0,2,0,0,0,0,0,0,2,0,0,1397165030,0,23,0,14904.2835820896,2,0.350746268656716,1397216962,51932,"Yes"
14,"8eda3bb749612a4f3217d603a07e8bd6",20,1397218310,1221,37.3333333333333,6.66666666666667,0,4,0,0,0,0,0,0,3,0,0,1397217257,0,52,0,14904.2835820896,4,0.350746268656716,1397218310,1053,"Yes"
14,"8eda3bb749612a4f3217d603a07e8bd6",31,1397235201,359,0,-73.3333333333333,0,2,0,0,0,0,0,0,2,0,0,1397235063,0,27,0,14904.2835820896,2,0.350746268656716,1397235201,138,"No"
15,"8eda3bb749612a4f3217d603a07e8bd6",3,1397162462,463338,10,0,0,83,0,0,0,0,0,0,66,0,0,1397162434,0,265736,0,14904.2835820896,83,0.350746268656716,1397162462,28,"No"
15,"8eda3bb749612a4f3217d603a07e8bd6",6,1397236487,73757,40,20,0,11,0,0,0,0,0,0,9,0,0,1397235063,0,70870,0,14904.2835820896,11,0.350746268656716,1397236487,1424,"Yes"
15,"8eda3bb749612a4f3217d603a07e8bd6",11,1397317221,79620,50,10,0,5,0,0,0,0,0,0,4,0,0,1397317034,0,154,0,14904.2835820896,5,0.350746268656716,1397317221,187,"Yes"
15,"8eda3bb749612a4f3217d603a07e8bd6",12,1397317765,544,40,-10,0,2,0,0,0,0,0,0,2,0,0,1397317584,0,100,0,14904.2835820896,2,0.350746268656716,1397317765,181,"No"
1,"8f26b8d6d061d6bb47436b7cc5346f86",8,1393495018,621,0,0,0,7,0,0,0,0,0,0,2,0,0,1393494716,0,72,0,6235.43373493976,7,0.168674698795181,1393495018,302,"No"
1,"8f26b8d6d061d6bb47436b7cc5346f86",13,1393495784,294,0,0,0,4,0,0,0,0,0,0,1,0,0,1393495534,0,16,0,6235.43373493976,4,0.168674698795181,1393495784,250,"No"
1,"8f26b8d6d061d6bb47436b7cc5346f86",14,1393496328,544,0,0,0,9,0,0,0,0,0,0,3,0,0,1393495977,0,100,0,6235.43373493976,9,0.168674698795181,1393496328,351,"No"
4,"8f26b8d6d061d6bb47436b7cc5346f86",5,1394113850,443,65,0,0,4,0,0,0,0,0,0,1,0,0,1394113684,0,33,0,6235.43373493976,4,0.168674698795181,1394113850,166,"No"
5,"8f26b8d6d061d6bb47436b7cc5346f86",2,1394445835,3674,0,0,0,24,1,0,0,0,1,0,8,0,0,1394445405,0,2427,0,6235.43373493976,24,0.168674698795181,1394445835,430,"No"
5,"8f26b8d6d061d6bb47436b7cc5346f86",4,1394447335,1328,55.5555555555556,55.5555555555556,0,6,0,0,0,0,1,0,3,0,0,1394447313,0,425,0,6235.43373493976,6,0.168674698795181,1394447335,22,"Yes"
5,"8f26b8d6d061d6bb47436b7cc5346f86",5,1394447854,519,0,-55.5555555555556,0,3,0,0,0,0,1,0,1,0,0,1394447422,0,43,0,6235.43373493976,3,0.168674698795181,1394447854,432,"No"
5,"8f26b8d6d061d6bb47436b7cc5346f86",6,1394448003,149,88.8888888888889,88.8888888888889,0,2,0,0,0,0,0,0,1,0,0,1394447866,0,8,0,6235.43373493976,2,0.168674698795181,1394448003,137,"Yes"
5,"8f26b8d6d061d6bb47436b7cc5346f86",8,1394448286,204,88.8888888888889,0,0,2,0,0,0,0,0,0,1,0,0,1394448102,0,8,0,6235.43373493976,2,0.168674698795181,1394448286,184,"No"
9,"8f26b8d6d061d6bb47436b7cc5346f86",2,1395650589,237567,37.5,37.5,0,24,0,0,0,0,0,0,9,0,0,1395647642,0,234567,0,6235.43373493976,24,0.168674698795181,1395650589,2947,"Yes"
14,"8f26b8d6d061d6bb47436b7cc5346f86",8,1397208231,433,86.6666666666667,0,0,6,0,0,0,0,0,0,2,0,0,1397207982,0,75,0,6235.43373493976,6,0.168674698795181,1397208231,249,"No"
14,"8f26b8d6d061d6bb47436b7cc5346f86",14,1397214416,465,85.3333333333333,0,0,6,0,0,0,0,0,0,2,0,0,1397214019,0,63,0,6235.43373493976,6,0.168674698795181,1397214416,397,"No"
14,"8f26b8d6d061d6bb47436b7cc5346f86",19,1397464206,237743,86.6666666666667,0,0,29,0,0,0,0,0,0,11,0,0,1397464185,0,9898,0,6235.43373493976,29,0.168674698795181,1397464206,21,"No"
14,"8f26b8d6d061d6bb47436b7cc5346f86",20,1397465776,1570,86.6666666666667,0,0,7,0,0,0,0,0,0,2,0,0,1397465758,0,380,0,6235.43373493976,7,0.168674698795181,1397465776,18,"No"
1,"8f333ea2c8a0fcfd19a62d7a2b906a67",1,1393751304,733,75,-12.5,0,18,0,0,0,0,0,0,5,0,0,1393751165,0,544,0,18847.3333333333,18,0.222222222222222,1393751304,139,"No"
5,"8f333ea2c8a0fcfd19a62d7a2b906a67",1,1394552265,830,77.7777777777778,77.7777777777778,0,1,0,0,0,0,0,0,0,0,0,1394551689,0,0,0,18847.3333333333,1,0.222222222222222,1394552265,576,"Yes"
8,"8f333ea2c8a0fcfd19a62d7a2b906a67",3,1395128816,52142,87.5,0,0,11,0,0,0,0,0,0,4,0,0,1395077918,0,250,0,18847.3333333333,11,0.222222222222222,1395128816,50898,"No"
8,"8f333ea2c8a0fcfd19a62d7a2b906a67",4,1395130620,1804,0,-87.5,0,6,0,0,0,0,0,0,2,0,0,1395129834,0,981,0,18847.3333333333,6,0.222222222222222,1395130620,786,"No"
9,"8f333ea2c8a0fcfd19a62d7a2b906a67",1,1395336019,2644,100,15,0,2,0,0,0,0,0,0,1,0,0,1395333524,0,15,0,18847.3333333333,2,0.222222222222222,1395336019,2495,"Yes"
14,"8f333ea2c8a0fcfd19a62d7a2b906a67",1,1396873231,2996,60,20,13,0,0,0,11,0,0,1,0,165,13.75,0,0,0,1396872698,18847.3333333333,13,0.222222222222222,533,1396873231,"Yes"
1,"8f3687f2d09ba6454f44b064a8c8bcdd",3,1393674506,31070,75,75,0,13,1,0,0,0,1,0,9,0,0,1393674089,0,30635,0,9786.90476190476,13,0.0952380952380952,1393674506,417,"Yes"
1,"8f3687f2d09ba6454f44b064a8c8bcdd",4,1393682264,7758,100,25,0,4,0,3,0,0,1,0,0,0,0,1393675073,0,22,0,9786.90476190476,4,0.0952380952380952,1393682264,7191,"Yes"
1,"8fae3e212bf2cacfb7305e3dd788a3b1",3,1395875177,801957,0,0,7,0,0,0,0,0,0,6,0,99,16.5,0,0,0,1395741610,44178.9615384615,7,0.115384615384615,133567,1395875177,"No"
14,"8fae3e212bf2cacfb7305e3dd788a3b1",2,1397036029,2705,86.6666666666667,0,0,10,0,0,0,0,0,0,4,0,0,1397035769,0,947,0,44178.9615384615,10,0.115384615384615,1397036029,260,"No"
14,"8fae3e212bf2cacfb7305e3dd788a3b1",3,1397036387,358,100,13.3333333333333,0,4,0,0,0,0,0,0,1,0,0,1397036127,0,42,0,44178.9615384615,4,0.115384615384615,1397036387,260,"Yes"
4,"8fe18cc1e73a595f6a070cb4433285ca",1,1395417251,500,75,50,0,6,0,0,0,0,0,0,3,0,0,1395417248,0,262,0,45727.9411764706,6,0.205882352941176,1395417251,3,"Yes"
4,"8fe18cc1e73a595f6a070cb4433285ca",2,1395418211,960,100,25,0,9,0,0,0,0,0,0,6,0,0,1395417662,0,285,0,45727.9411764706,9,0.205882352941176,1395418211,549,"Yes"
11,"8fe18cc1e73a595f6a070cb4433285ca",2,1396810402,12075,0,0,0,27,0,0,0,0,0,0,25,0,0,1396808423,0,9558,0,45727.9411764706,27,0.205882352941176,1396810402,1979,"No"
11,"8fe18cc1e73a595f6a070cb4433285ca",7,1398328474,1516883,0,-100,3,110,0,0,0,0,0,3,96,11,5.5,1398328332,0,236621,1397305148,45727.9411764706,113,0.205882352941176,1023326,142,"No"
14,"8fe18cc1e73a595f6a070cb4433285ca",9,1398111220,320,0,-86.6666666666667,0,5,0,0,0,0,0,0,2,0,0,1398111133,0,131,0,45727.9411764706,5,0.205882352941176,1398111220,87,"No"
14,"8fe18cc1e73a595f6a070cb4433285ca",14,1398114974,2454,100,13.3333333333333,0,8,0,0,0,0,0,0,6,0,0,1398113721,0,187,0,45727.9411764706,8,0.205882352941176,1398114974,1253,"Yes"
15,"8fe18cc1e73a595f6a070cb4433285ca",1,1398328694,581,90,0,0,4,0,0,0,0,0,0,3,0,0,1398328332,0,53,0,45727.9411764706,4,0.205882352941176,1398328694,362,"No"
2,"8ff84d5ee4020f60630ab189fe09e3a8",3,1395244831,111927,75,0,9,0,0,0,0,0,0,8,0,4052,506.5,0,0,0,1395244377,3111.36585365854,9,0.024390243902439,454,1395244831,"No"
2,"9021c05f3bd84018f72b266a497d7957",2,1393676561,162188,0,0,4,0,0,0,0,0,0,4,0,35,11.6666666666667,0,0,0,1393676338,40660.9333333333,4,0.0666666666666667,223,1393676561,"No"
5,"908510527db3648667bc3c5483559e7a",1,1394824052,482,100,11.1111111111111,0,1,0,0,0,0,0,0,1,0,0,1394823680,0,0,0,8835.5,1,0.214285714285714,1394824052,372,"Yes"
14,"908510527db3648667bc3c5483559e7a",2,1398458815,107843,86.6666666666667,0,0,23,0,0,0,0,1,0,12,0,0,1398457297,0,100206,0,8835.5,23,0.214285714285714,1398458815,1518,"No"
15,"908510527db3648667bc3c5483559e7a",1,1398441386,1439,0,0,0,4,0,0,0,0,0,0,1,0,0,1398440326,0,57,0,8835.5,4,0.214285714285714,1398441386,1060,"No"
5,"908c4ab882ec9599f095dff55d42ba36",4,1394100542,926,88.8888888888889,0,0,6,1,0,0,0,1,0,0,0,0,1394100391,0,445,0,999.46875,6,0.15625,1394100542,151,"No"
7,"908c4ab882ec9599f095dff55d42ba36",3,1394898777,234,0,0,0,6,0,0,0,0,0,0,2,0,0,1394898714,0,102,0,999.46875,6,0.15625,1394898777,63,"No"
14,"908c4ab882ec9599f095dff55d42ba36",3,1396623450,6338,86.6666666666667,46.6666666666667,0,16,0,0,0,0,0,0,5,0,0,1396617708,0,479,0,999.46875,16,0.15625,1396623450,5742,"Yes"
14,"908c4ab882ec9599f095dff55d42ba36",7,1396631292,1240,93.3333333333333,6.66666666666666,0,9,0,0,0,0,0,0,2,0,0,1396631052,0,165,0,999.46875,9,0.15625,1396631292,240,"Yes"
14,"908c4ab882ec9599f095dff55d42ba36",9,1396640022,8123,100,6.66666666666667,0,6,1,0,0,0,1,0,1,0,0,1396635204,0,1945,0,999.46875,6,0.15625,1396640022,4818,"Yes"
2,"90b4a5e3e9342e173c8a19fe37901263",2,1395411837,636,75,0,0,9,0,0,0,0,0,0,3,0,0,1395411816,0,451,0,329.666666666667,9,0.333333333333333,1395411837,21,"No"
4,"90df0134dc814d8b7e43a1d5a21c995b",1,1394836610,185,75,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1394836512,547.625,3,0.25,98,1394836610,"No"
4,"90df0134dc814d8b7e43a1d5a21c995b",3,1394837282,503,75,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1394836782,547.625,1,0.25,500,1394837282,"No"
3,"90fd3f82085e567dca98d35e678c1091",2,1396814102,3010127,79.1666666666667,0,632,24,1,0,397,30,1,29,7,2838798,4498.88748019017,1395417230,1,1325864,1396808272,108424.714285714,656,0.142857142857143,5830,1396872,"No"
4,"90fd3f82085e567dca98d35e678c1091",2,1394133039,987,0,-25,12,0,0,0,10,0,0,2,0,54,4.90909090909091,0,0,0,1394132510,108424.714285714,12,0.142857142857143,529,1394133039,"No"
4,"90fd3f82085e567dca98d35e678c1091",4,1394133482,397,100,25,0,1,0,0,0,0,0,0,0,0,0,1394133230,0,0,0,108424.714285714,1,0.142857142857143,1394133482,252,"Yes"
5,"90fd3f82085e567dca98d35e678c1091",1,1394211042,1169,100,22.2222222222222,31,0,0,0,27,0,0,1,0,214,7.13333333333333,0,0,0,1394210570,108424.714285714,31,0.142857142857143,472,1394211042,"Yes"
1,"9205bd47c0ae253880e8fd852e74b5de",4,1394308837,929,0,0,0,7,0,0,0,0,0,0,2,0,0,1394308044,0,91,0,6412.24390243902,7,0.195121951219512,1394308837,793,"No"
4,"9205bd47c0ae253880e8fd852e74b5de",1,1395442874,484,0,0,0,2,0,0,0,0,0,0,1,0,0,1395442733,0,286,0,6412.24390243902,2,0.195121951219512,1395442874,141,"No"
5,"9205bd47c0ae253880e8fd852e74b5de",1,1395519065,1186,66.6666666666667,66.6666666666667,0,1,0,0,0,0,0,0,1,0,0,1395518697,0,0,0,6412.24390243902,1,0.195121951219512,1395519065,368,"Yes"
5,"9205bd47c0ae253880e8fd852e74b5de",5,1395522014,919,77.7777777777778,0,0,2,0,0,0,0,0,0,2,0,0,1395521245,0,22,0,6412.24390243902,2,0.195121951219512,1395522014,769,"No"
5,"9205bd47c0ae253880e8fd852e74b5de",7,1395695981,172047,77.7777777777778,0,1,20,0,0,0,0,0,1,11,0,0,1395661562,0,137475,1395610851,6412.24390243902,21,0.195121951219512,85130,34419,"No"
5,"9205bd47c0ae253880e8fd852e74b5de",8,1395697031,1050,88.8888888888889,11.1111111111111,0,3,0,0,0,0,0,0,2,0,0,1395696806,0,101,0,6412.24390243902,3,0.195121951219512,1395697031,225,"Yes"
5,"9205bd47c0ae253880e8fd852e74b5de",11,1395698247,474,88.8888888888889,0,0,2,0,0,0,0,0,0,1,0,0,1395697876,0,20,0,6412.24390243902,2,0.195121951219512,1395698247,371,"No"
14,"9205bd47c0ae253880e8fd852e74b5de",6,1397566669,692,93.3333333333333,6.66666666666666,0,3,0,0,0,0,0,0,1,0,0,1397566647,0,616,0,6412.24390243902,3,0.195121951219512,1397566669,22,"Yes"
4,"924d9e50b4e74785a21e125ad1ef18c7",5,1394925124,693,75,25,0,9,0,0,0,0,0,0,3,0,0,1394924869,0,184,0,20989.0294117647,9,0.117647058823529,1394925124,255,"Yes"
4,"924d9e50b4e74785a21e125ad1ef18c7",6,1394965294,40170,75,0,0,15,0,0,0,0,1,0,7,0,0,1394965057,0,39421,0,20989.0294117647,15,0.117647058823529,1394965294,237,"No"
6,"924d9e50b4e74785a21e125ad1ef18c7",2,1396305890,258549,75,0,119,0,0,0,12,0,0,18,0,84124,712.915254237288,0,0,0,1396132249,20989.0294117647,119,0.117647058823529,173641,1396305890,"No"
15,"924d9e50b4e74785a21e125ad1ef18c7",7,1397686943,2198,100,20,0,13,0,0,0,0,0,0,6,0,0,1397685088,0,301,0,20989.0294117647,13,0.117647058823529,1397686943,1855,"Yes"
1,"92aa861e5da9e35fdde9e5a3fe77d279",5,1394093394,300861,0,0,64,3,0,0,24,0,0,4,1,238003,3777.8253968254,1393792572,0,22,1394030744,39512,67,0.125,62650,300822,"No"
14,"92beab30f366fb476cda0276da4b3972",3,1397402878,2509,86.6666666666667,0,0,6,0,0,0,0,0,0,3,0,0,1397402535,0,477,0,773.266666666667,6,0.266666666666667,1397402878,343,"No"
14,"92beab30f366fb476cda0276da4b3972",6,1397405487,742,86.6666666666667,0,0,2,0,0,0,0,0,0,1,0,0,1397404875,0,8,0,773.266666666667,2,0.266666666666667,1397405487,612,"No"
14,"92beab30f366fb476cda0276da4b3972",7,1397406713,1226,100,13.3333333333333,0,12,0,0,0,0,0,0,5,0,0,1397406155,0,211,0,773.266666666667,12,0.266666666666667,1397406713,558,"Yes"
15,"92beab30f366fb476cda0276da4b3972",3,1397600082,753,100,30,0,4,0,0,0,0,0,0,1,0,0,1397599636,0,17,0,773.266666666667,4,0.266666666666667,1397600082,446,"Yes"
4,"92daff92b774c63bf8e442e7c815f9f4",7,1394985606,1841,0,0,0,8,0,0,0,0,0,0,4,0,0,1394985547,0,233,0,9254.4776119403,8,0.243781094527363,1394985606,59,"No"
4,"92daff92b774c63bf8e442e7c815f9f4",8,1394999920,14314,0,0,0,2,0,0,0,0,0,0,2,0,0,1394999899,0,1227,0,9254.4776119403,2,0.243781094527363,1394999920,21,"No"
4,"92daff92b774c63bf8e442e7c815f9f4",25,1395053450,6577,75,5,0,20,0,0,0,0,0,0,9,0,0,1395053377,0,665,0,9254.4776119403,20,0.243781094527363,1395053450,73,"Yes"
4,"92daff92b774c63bf8e442e7c815f9f4",26,1395054271,821,75,0,0,2,0,0,0,0,0,0,0,0,0,1395053998,0,41,0,9254.4776119403,2,0.243781094527363,1395054271,273,"No"
4,"92daff92b774c63bf8e442e7c815f9f4",27,1395054894,623,100,25,0,6,1,0,0,0,1,0,2,0,0,1395054460,0,33,0,9254.4776119403,6,0.243781094527363,1395054894,434,"Yes"
5,"92daff92b774c63bf8e442e7c815f9f4",6,1395134370,2341,77.7777777777778,0,0,21,0,0,0,0,0,0,8,0,0,1395134241,0,359,0,9254.4776119403,21,0.243781094527363,1395134370,129,"No"
5,"92daff92b774c63bf8e442e7c815f9f4",7,1395136396,2026,88.8888888888889,11.1111111111111,0,10,0,0,0,0,0,0,5,0,0,1395134701,0,146,0,9254.4776119403,10,0.243781094527363,1395136396,1695,"Yes"
5,"92daff92b774c63bf8e442e7c815f9f4",8,1395388913,252517,100,11.1111111111111,1,160,2,0,0,0,8,1,60,0,0,1395379600,0,239681,1395146821,9254.4776119403,161,0.243781094527363,242092,9313,"Yes"
7,"92daff92b774c63bf8e442e7c815f9f4",3,1395240312,17613,0,0,0,21,1,0,0,0,1,0,9,0,0,1395237940,0,479,0,9254.4776119403,21,0.243781094527363,1395240312,2372,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",4,1395240825,513,0,0,0,7,0,0,0,0,1,0,1,0,0,1395240726,0,169,0,9254.4776119403,7,0.243781094527363,1395240825,99,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",5,1395241188,363,0,0,0,9,0,0,0,0,1,0,2,0,0,1395241106,0,223,0,9254.4776119403,9,0.243781094527363,1395241188,82,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",8,1395297684,56092,0,0,0,12,0,0,0,0,0,0,6,0,0,1395297313,0,55676,0,9254.4776119403,12,0.243781094527363,1395297684,371,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",11,1395317596,19788,0,0,0,23,1,0,0,0,2,0,10,0,0,1395317422,0,12511,0,9254.4776119403,23,0.243781094527363,1395317596,174,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",12,1395317841,245,0,0,0,3,0,0,0,0,1,0,1,0,0,1395317733,0,93,0,9254.4776119403,3,0.243781094527363,1395317841,108,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",14,1395331863,13735,0,0,0,1,0,0,0,0,0,0,1,0,0,1395331836,0,0,0,9254.4776119403,1,0.243781094527363,1395331863,27,"No"
7,"92daff92b774c63bf8e442e7c815f9f4",18,1395346784,4598,71.4285714285714,71.4285714285714,0,15,0,0,0,0,1,0,5,0,0,1395346527,0,3896,0,9254.4776119403,15,0.243781094527363,1395346784,257,"Yes"
8,"92daff92b774c63bf8e442e7c815f9f4",1,1395478392,72051,60,22.5,6,33,0,0,0,0,0,1,14,8,1.6,1395466623,0,46336,1395406574,9254.4776119403,39,0.243781094527363,71818,11769,"Yes"
8,"92daff92b774c63bf8e442e7c815f9f4",5,1395484284,5091,75,0,0,5,0,0,0,0,0,0,2,0,0,1395484268,0,4394,0,9254.4776119403,5,0.243781094527363,1395484284,16,"No"
8,"92daff92b774c63bf8e442e7c815f9f4",6,1395494168,9884,75,0,0,15,0,0,0,0,0,0,6,0,0,1395494152,0,9771,0,9254.4776119403,15,0.243781094527363,1395494168,16,"No"
8,"92daff92b774c63bf8e442e7c815f9f4",7,1395495780,1612,0,-75,0,11,0,0,0,0,0,0,4,0,0,1395495758,0,1384,0,9254.4776119403,11,0.243781094527363,1395495780,22,"No"
8,"92daff92b774c63bf8e442e7c815f9f4",10,1395498173,1298,75,-12.5,0,1,0,0,0,0,0,0,1,0,0,1395498156,0,0,0,9254.4776119403,1,0.243781094527363,1395498173,17,"No"
8,"92daff92b774c63bf8e442e7c815f9f4",12,1395507980,9527,75,-12.5,0,33,1,0,0,0,2,0,10,0,0,1395507807,0,9260,0,9254.4776119403,33,0.243781094527363,1395507980,173,"No"
8,"92daff92b774c63bf8e442e7c815f9f4",14,1395568353,60237,100,12.5,0,5,0,0,0,0,1,0,1,0,0,1395508391,0,112,0,9254.4776119403,5,0.243781094527363,1395568353,59962,"Yes"
9,"92daff92b774c63bf8e442e7c815f9f4",4,1395956895,132324,12.5,12.5,0,20,1,0,0,0,1,0,7,0,0,1395941795,0,116906,0,9254.4776119403,20,0.243781094527363,1395956895,15100,"Yes"
9,"92daff92b774c63bf8e442e7c815f9f4",6,1395961423,2816,12.5,12.5,0,1,0,0,0,0,0,0,1,0,0,1395961409,0,0,0,9254.4776119403,1,0.243781094527363,1395961423,14,"Yes"
9,"92daff92b774c63bf8e442e7c815f9f4",7,1396074615,113192,12.5,0,35,8,0,0,0,0,0,27,3,533,15.6764705882353,1396074516,0,81333,1395995496,9254.4776119403,43,0.243781094527363,79119,99,"No"
9,"92daff92b774c63bf8e442e7c815f9f4",11,1396079494,3994,50,0,0,1,0,0,0,0,0,0,1,0,0,1396079481,0,0,0,9254.4776119403,1,0.243781094527363,1396079494,13,"No"
9,"92daff92b774c63bf8e442e7c815f9f4",12,1396093608,14114,37.5,-12.5,0,1,0,0,0,0,0,0,1,0,0,1396093459,0,0,0,9254.4776119403,1,0.243781094527363,1396093608,149,"No"
9,"92daff92b774c63bf8e442e7c815f9f4",15,1396100910,6856,37.5,0,0,1,0,0,0,0,0,0,1,0,0,1396100888,0,0,0,9254.4776119403,1,0.243781094527363,1396100910,22,"No"
9,"92daff92b774c63bf8e442e7c815f9f4",16,1396154457,53547,0,-37.5,0,33,0,0,0,0,0,0,16,0,0,1396154440,0,51156,0,9254.4776119403,33,0.243781094527363,1396154457,17,"No"
9,"92daff92b774c63bf8e442e7c815f9f4",22,1396156129,844,50,50,0,1,0,0,0,0,0,0,1,0,0,1396155855,0,0,0,9254.4776119403,1,0.243781094527363,1396156129,274,"Yes"
11,"92daff92b774c63bf8e442e7c815f9f4",2,1396447173,462,0,0,0,12,0,0,0,0,0,0,5,0,0,1396446990,0,237,0,9254.4776119403,12,0.243781094527363,1396447173,183,"No"
11,"92daff92b774c63bf8e442e7c815f9f4",4,1396518819,11152,0,0,0,19,1,0,0,0,1,0,4,0,0,1396518275,0,8698,0,9254.4776119403,19,0.243781094527363,1396518819,544,"No"
11,"92daff92b774c63bf8e442e7c815f9f4",9,1396530402,10254,0,0,0,26,0,0,0,0,1,0,9,0,0,1396523348,0,3168,0,9254.4776119403,26,0.243781094527363,1396530402,7054,"No"
